BracketEntryId,SemifinalWinner_East_West,SemifinalWinner_South_Midwest,NationalChampion
2583549,UConn,Houston,UConn
242020,Auburn,Kentucky,Auburn
2712822,UConn,Houston,UConn
3234264,UConn,Creighton,UConn
1857452,UConn,Kentucky,UConn
333522,UConn,Marquette,UConn
251297,Iowa St.,Gonzaga,Iowa St.
3123489,UConn,Houston,UConn
3146446,North Carolina,Creighton,North Carolina
1897301,UConn,Marquette,UConn
3439938,UConn,Purdue,UConn
2123307,UConn,Houston,UConn
1507152,North Carolina,Houston,Houston
3227047,UConn,Houston,UConn
1516654,UConn,Houston,UConn
563931,North Carolina,Purdue,Purdue
1905105,Iowa St.,Houston,Houston
485946,UConn,Purdue,UConn
3218817,UConn,Houston,UConn
1662213,UConn,Houston,UConn
2173154,UConn,Houston,UConn
1237852,UConn,Purdue,UConn
2726695,UConn,Houston,UConn
2290676,North Carolina,Houston,North Carolina
2159995,UConn,Houston,UConn
1691836,North Carolina,Houston,North Carolina
449399,UConn,Purdue,UConn
2876586,Iowa St.,Purdue,Purdue
1881444,UConn,Houston,UConn
2549854,UConn,Houston,UConn
1971689,UConn,Houston,UConn
2957176,UConn,Marquette,UConn
2722764,UConn,Tennessee,UConn
1474178,UConn,Purdue,UConn
2162112,UConn,Houston,UConn
1545448,UConn,Houston,UConn
3036104,North Carolina,Duke,North Carolina
1601902,Arizona,Tennessee,Arizona
707858,Baylor,Utah St.,Baylor
2012077,Iowa St.,Purdue,Purdue
647179,UConn,Houston,UConn
374120,Iowa St.,Creighton,Iowa St.
3347155,UConn,Kentucky,UConn
3279887,UConn,Kentucky,Kentucky
357036,UConn,Purdue,UConn
833304,Iowa St.,Tennessee,Iowa St.
3124916,UConn,Tennessee,UConn
512243,UConn,Wisconsin,UConn
3470936,UConn,Houston,UConn
614063,UConn,Purdue,UConn
3590165,Iowa St.,Marquette,Iowa St.
2220833,North Carolina,Houston,Houston
3222734,Illinois,Purdue,Purdue
373627,UConn,Kentucky,UConn
931297,UConn,Houston,UConn
3511654,Auburn,Purdue,Purdue
1879259,Arizona,Kentucky,Arizona
3084813,UConn,Duke,UConn
3587617,UConn,Houston,UConn
149694,Auburn,Houston,Houston
3406716,UConn,Purdue,UConn
3022175,UConn,Texas Tech,UConn
681045,UConn,Houston,UConn
2337621,North Carolina,Kentucky,North Carolina
593428,Iowa St.,McNeese,McNeese
2527208,UConn,Purdue,UConn
3007388,North Carolina,Purdue,Purdue
2505791,UConn,Duke,UConn
2075952,Iowa St.,Houston,Houston
3353231,UConn,Creighton,UConn
2298142,UConn,Houston,UConn
2181595,Illinois,Kentucky,Kentucky
762929,North Carolina,Houston,North Carolina
2069049,UConn,Houston,UConn
1152444,UConn,Purdue,UConn
3000733,UConn,Houston,UConn
945699,Auburn,Marquette,Marquette
2425727,UConn,Kentucky,UConn
3424656,UConn,Houston,UConn
2344430,UConn,Marquette,UConn
1724144,UConn,Tennessee,UConn
1613248,UConn,Purdue,UConn
1087449,UConn,Kentucky,Kentucky
2923715,Iowa St.,Houston,Houston
529079,UConn,Kentucky,UConn
2240894,North Carolina,Gonzaga,Gonzaga
682425,North Carolina,Creighton,North Carolina
3204559,UConn,Houston,UConn
2889001,UConn,Houston,UConn
2567926,UConn,James Madison,UConn
641141,UConn,Kentucky,UConn
3362391,Iowa St.,Purdue,Purdue
3736911,UConn,Houston,UConn
328248,Iowa St.,Tennessee,Iowa St.
2864506,Saint Mary's,Marquette,Marquette
2759379,UConn,NC State,UConn
2673631,UConn,Creighton,Creighton
987552,UConn,Purdue,UConn
711749,UConn,Purdue,UConn
1919401,UConn,Houston,UConn
1462177,North Carolina,Tennessee,North Carolina
2419912,Alabama,Tennessee,Tennessee
3629953,UConn,Houston,UConn
2843950,UConn,Marquette,UConn
738059,UConn,Houston,UConn
759077,UConn,Purdue,UConn
761368,Morehead St.,Houston,Morehead St.
1849631,Iowa St.,Creighton,Iowa St.
2920075,UConn,Purdue,UConn
2914005,North Carolina,NC State,NC State
1596129,UConn,Kentucky,UConn
3307,North Carolina,Houston,Houston
3025069,UConn,Houston,UConn
2117807,UConn,Marquette,UConn
1859611,UConn,Houston,UConn
1518908,UConn,Houston,UConn
1913435,UConn,Houston,UConn
2901515,UConn,Purdue,Purdue
1259104,UConn,Houston,UConn
834668,UConn,NC State,UConn
703498,UConn,Purdue,UConn
629731,North Carolina,Tennessee,North Carolina
3281431,Arizona,Texas Tech,Arizona
782089,UConn,Tennessee,UConn
2840931,UConn,Houston,UConn
1670671,Auburn,Tennessee,Tennessee
3571997,Iowa St.,Houston,Houston
2879937,UConn,Houston,UConn
1614110,UConn,Houston,UConn
2863065,UConn,Houston,UConn
1216567,Iowa St.,Houston,Houston
580914,Arizona,Houston,Houston
2244192,UConn,Houston,UConn
2478956,UConn,Creighton,UConn
958033,UConn,Houston,UConn
418162,UConn,Houston,UConn
1389245,UConn,Houston,UConn
3828318,UConn,Duke,UConn
2318669,UConn,Houston,UConn
3484204,Iowa St.,Houston,Houston
1874952,Arizona,Marquette,Arizona
1047534,Iowa St.,Houston,Houston
800016,UConn,Purdue,UConn
3037104,Morehead St.,Houston,Houston
2177680,UConn,Houston,UConn
3097077,North Carolina,Houston,Houston
3177683,UConn,Houston,UConn
2072355,North Carolina,Tennessee,North Carolina
3499121,UConn,Duke,UConn
813745,UConn,Purdue,UConn
285988,North Carolina,Tennessee,North Carolina
2619482,UConn,Tennessee,UConn
2328484,North Carolina,Houston,North Carolina
259857,Illinois,Tennessee,Tennessee
2871503,UConn,Purdue,UConn
1617316,UConn,Purdue,UConn
1297863,UConn,Marquette,UConn
3106568,Iowa St.,Houston,Houston
3206543,UConn,Tennessee,UConn
117976,UConn,Duke,UConn
2790786,UConn,Houston,UConn
652965,UConn,Kentucky,UConn
1118202,UConn,Purdue,UConn
1497740,UConn,Houston,UConn
333784,Alabama,Gonzaga,Gonzaga
1491062,Baylor,Purdue,Purdue
3258665,UConn,Tennessee,UConn
639146,Auburn,Kentucky,Kentucky
183453,North Carolina,Kentucky,North Carolina
284567,Illinois,Duke,Illinois
442918,North Carolina,Houston,Houston
3158064,UConn,Houston,UConn
1050385,Iowa St.,Houston,Iowa St.
994397,UConn,Houston,UConn
2493907,UConn,Houston,UConn
3488263,UConn,Purdue,UConn
704509,UConn,Duke,UConn
2592057,UConn,Tennessee,UConn
513289,Auburn,Houston,Houston
2536449,Auburn,Kentucky,Kentucky
431951,UConn,Houston,UConn
3272905,UConn,Houston,UConn
3518578,UConn,Houston,UConn
1686822,North Carolina,Marquette,North Carolina
3492345,UConn,Houston,UConn
254589,UConn,Purdue,UConn
2629022,UConn,Houston,UConn
2150099,Iowa St.,Tennessee,Iowa St.
3430783,UConn,Tennessee,UConn
2323492,UConn,Kentucky,Kentucky
1683813,UConn,Houston,UConn
2943381,UConn,Houston,UConn
2130815,Arizona,Houston,Houston
2215043,Arizona,Kentucky,Arizona
229692,North Carolina,Houston,North Carolina
1237698,UConn,Texas Tech,UConn
2240474,UConn,Houston,UConn
2067030,Arizona,Houston,Houston
1352176,UConn,Kentucky,Kentucky
1428742,UConn,Duke,UConn
1000725,UConn,Houston,UConn
1822195,UConn,Purdue,UConn
406012,UConn,Purdue,UConn
658301,Illinois,Purdue,Purdue
2476207,UConn,Marquette,UConn
3460396,UConn,Purdue,UConn
3466719,Arizona,Purdue,Purdue
236475,UConn,Purdue,UConn
315454,UConn,Houston,UConn
1255082,Arizona,Houston,Houston
2794962,UConn,Purdue,UConn
1699581,UConn,Houston,UConn
3303789,UConn,Gonzaga,UConn
2740364,Arizona,Purdue,Purdue
1761952,UConn,Purdue,UConn
947311,UConn,Houston,UConn
3654200,UConn,Kentucky,Kentucky
1154775,UConn,Houston,UConn
3042409,UConn,Houston,UConn
1761409,North Carolina,Kentucky,North Carolina
2829499,UConn,Kentucky,UConn
1492169,North Carolina,Houston,Houston
3387303,Baylor,Marquette,Marquette
433657,UConn,Houston,UConn
1486909,Iowa St.,Texas Tech,Texas Tech
1862555,UConn,Purdue,UConn
775279,UConn,Purdue,UConn
3572291,UConn,Houston,UConn
884063,UConn,Marquette,UConn
1677564,UConn,Tennessee,UConn
542983,UConn,Houston,UConn
1683402,UConn,Houston,UConn
705699,North Carolina,Purdue,North Carolina
1503512,Illinois,Purdue,Purdue
1825212,UConn,Purdue,UConn
841501,Arizona,Purdue,Purdue
593894,San Diego St.,Purdue,Purdue
1594844,Arizona,Purdue,Purdue
3149592,North Carolina,Houston,North Carolina
995897,UConn,Marquette,UConn
159137,Arizona,Purdue,Purdue
3083143,UConn,Purdue,UConn
2730413,Arizona,Kentucky,Arizona
1783716,Iowa St.,Houston,Houston
2935954,UConn,Kentucky,UConn
1634352,UConn,Kentucky,Kentucky
3038246,North Carolina,Kentucky,North Carolina
2725607,UConn,Houston,UConn
3279763,UConn,Tennessee,Tennessee
479398,Auburn,Kentucky,Kentucky
518582,North Carolina,Tennessee,North Carolina
2404808,UConn,Duke,UConn
403356,UConn,Houston,UConn
511401,UConn,Kentucky,UConn
803099,Iowa St.,Duke,Iowa St.
639965,Arizona,Houston,Houston
592858,UConn,Purdue,Purdue
3105785,UConn,McNeese,McNeese
1620527,UConn,Purdue,UConn
2292895,North Carolina,Kentucky,North Carolina
3129577,Arizona,Kentucky,Arizona
3434932,UConn,Houston,UConn
3072385,North Carolina,Purdue,North Carolina
1331712,Arizona,Kentucky,Arizona
2310279,Arizona,McNeese,Arizona
3026570,UConn,Kentucky,UConn
590475,UConn,Houston,UConn
1863438,Washington St.,Purdue,Purdue
2502839,UConn,Purdue,UConn
3521102,Baylor,Houston,Houston
1648312,UConn,Kentucky,UConn
516131,UConn,Houston,UConn
1513876,Iowa St.,McNeese,McNeese
3014004,UConn,Houston,UConn
3024640,North Carolina,Houston,Houston
732827,Iowa St.,Kentucky,Iowa St.
288311,North Carolina,Marquette,North Carolina
3063357,Iowa St.,Houston,Houston
3341752,Baylor,Tennessee,Tennessee
1702394,North Carolina,Marquette,North Carolina
2775863,UConn,Purdue,UConn
1738643,Iowa St.,Creighton,Iowa St.
1723038,UConn,Houston,UConn
2667629,UConn,Houston,UConn
2575091,UConn,Kentucky,UConn
1108746,Arizona,Purdue,Purdue
1165902,Morehead St.,NC State,NC State
1886159,Alabama,Houston,Houston
2544063,Arizona,Marquette,Arizona
1007344,UConn,Marquette,UConn
547125,New Mexico,NC State,NC State
1356394,UConn,Marquette,UConn
3474076,UConn,Houston,UConn
1292746,UConn,Purdue,UConn
967691,UConn,Tennessee,UConn
681359,UConn,Kansas,UConn
760616,Illinois,Gonzaga,Illinois
2848634,North Carolina,Houston,Houston
2632569,North Carolina,Houston,North Carolina
2804781,UConn,Houston,UConn
22563,North Carolina,Kentucky,Kentucky
739910,UConn,Tennessee,UConn
403330,UConn,Houston,UConn
192898,UConn,Houston,UConn
3744018,UConn,Houston,UConn
1429709,UConn,Purdue,UConn
3361748,UConn,Purdue,UConn
709961,UConn,Marquette,UConn
1185058,UConn,Houston,UConn
2761444,Arizona,Tennessee,Arizona
1721394,UConn,Purdue,UConn
676268,UConn,Houston,UConn
2289809,Auburn,Tennessee,Tennessee
1560659,UConn,Kentucky,UConn
3534494,Arizona,Kentucky,Arizona
1794067,UConn,Houston,UConn
3136159,Arizona,Kentucky,Arizona
1837974,Arizona,Kentucky,Arizona
2305361,UConn,Houston,UConn
2382180,North Carolina,Purdue,North Carolina
3496543,UConn,Houston,UConn
523957,UConn,Marquette,UConn
3068665,UConn,Houston,UConn
3083538,UConn,Houston,UConn
1581924,North Carolina,Houston,Houston
1997370,UConn,Houston,UConn
385542,Arizona,Tennessee,Arizona
797340,Michigan St.,Marquette,Michigan St.
1922577,Baylor,Houston,Houston
3296063,UConn,Tennessee,UConn
1740491,UConn,Duke,UConn
1448583,UConn,Purdue,UConn
1697249,UConn,Houston,UConn
432055,Arizona,Purdue,Purdue
83919,Charleston,Samford,Charleston
2927410,UConn,Houston,UConn
209082,Iowa St.,Kentucky,Kentucky
2787383,UConn,Houston,UConn
3053825,Arizona,Kentucky,Arizona
335712,UConn,Houston,UConn
2246036,North Carolina,Purdue,Purdue
3306048,UConn,Houston,UConn
3425645,North Carolina,Houston,North Carolina
1709846,Illinois,Purdue,Purdue
429546,UConn,Purdue,UConn
3540995,UConn,Houston,UConn
1949067,UConn,Marquette,UConn
702869,Arizona,Marquette,Arizona
1900012,Michigan St.,Duke,Michigan St.
339035,North Carolina,Houston,North Carolina
2135079,UConn,Houston,UConn
573887,UConn,Houston,UConn
3368841,UConn,Houston,Houston
2753587,Arizona,Gonzaga,Gonzaga
2378992,UConn,Houston,UConn
681912,North Carolina,Purdue,Purdue
1632270,UConn,Tennessee,UConn
2152934,UConn,Kentucky,UConn
589934,Iowa St.,Kentucky,Kentucky
2665061,North Carolina,Houston,Houston
3099327,UConn,Purdue,UConn
2699117,UConn,Kentucky,UConn
3405326,Iowa St.,Tennessee,Iowa St.
1923077,Iowa St.,Houston,Houston
1199618,North Carolina,Texas Tech,North Carolina
2951188,North Carolina,Houston,North Carolina
2900643,UConn,Kentucky,UConn
693230,Alabama,Purdue,Purdue
1300570,UConn,Houston,UConn
2654029,UConn,Kansas,UConn
3434984,Auburn,Marquette,Auburn
147238,UConn,Purdue,UConn
3205364,UConn,Houston,Houston
1778910,Arizona,Kentucky,Arizona
2016307,North Carolina,Houston,Houston
2508142,UConn,Kentucky,UConn
294865,Arizona,Kentucky,Kentucky
2063090,UConn,Kentucky,Kentucky
2014182,UConn,Houston,UConn
2898547,UConn,Tennessee,UConn
3725753,UConn,Purdue,UConn
876288,UConn,Houston,UConn
1604599,UConn,Houston,UConn
2573527,Arizona,Houston,Houston
2606612,UConn,Houston,UConn
2226943,UConn,Wisconsin,UConn
2676479,North Carolina,Houston,North Carolina
2754740,UConn,Purdue,Purdue
2068552,UConn,Purdue,UConn
2353237,UConn,Houston,UConn
443442,Arizona,Marquette,Arizona
497623,UConn,Houston,UConn
620268,UConn,Houston,UConn
2451343,Arizona,Houston,Houston
2792239,Iowa St.,Houston,Houston
2360334,Auburn,Kentucky,Kentucky
2941515,Auburn,Tennessee,Tennessee
628436,UConn,Marquette,UConn
613707,Alabama,Kentucky,Alabama
3426536,UConn,Houston,UConn
1699027,UConn,Kentucky,UConn
973164,Illinois,Purdue,Purdue
2080372,UConn,Houston,UConn
3111236,UConn,Houston,UConn
367381,Arizona,Kansas,Arizona
2629712,North Carolina,Duke,North Carolina
1227609,Arizona,Kentucky,Arizona
3010543,UConn,Kentucky,UConn
2184210,North Carolina,Houston,North Carolina
627728,UConn,Houston,UConn
2689767,UConn,Houston,UConn
261325,North Carolina,Kentucky,North Carolina
2789622,Iowa St.,Creighton,Iowa St.
771336,North Carolina,Creighton,North Carolina
1104685,North Carolina,Kentucky,North Carolina
3132374,UConn,Purdue,UConn
1912629,UConn,Purdue,UConn
2962496,Iowa St.,Purdue,Purdue
495418,UConn,Houston,UConn
1334081,UConn,Houston,UConn
3319876,Iowa St.,Kentucky,Iowa St.
1938702,UConn,Houston,UConn
2265404,Arizona,Houston,Houston
155356,North Carolina,Houston,Houston
3140380,Iowa St.,Houston,Houston
1695784,Arizona,Houston,Houston
1480438,UConn,Houston,UConn
2080326,Dayton,Kentucky,Kentucky
436787,Baylor,Houston,Houston
1593027,UConn,Gonzaga,UConn
2344348,UConn,Purdue,UConn
3641946,UConn,Kentucky,UConn
1908289,Auburn,Purdue,Purdue
1157341,UConn,Kansas,UConn
1491861,UConn,Tennessee,UConn
74661,UConn,Kentucky,UConn
1236925,UConn,Purdue,UConn
208597,UConn,Houston,UConn
1817039,North Carolina,Tennessee,North Carolina
1590059,North Carolina,Texas,North Carolina
1528609,UConn,Houston,UConn
1862051,UConn,Marquette,UConn
3425074,Illinois,Purdue,Purdue
1713865,UConn,Tennessee,UConn
3507171,UConn,Tennessee,UConn
2348956,UConn,Purdue,UConn
2599531,UConn,Houston,UConn
1346494,UConn,Tennessee,UConn
842459,UConn,Marquette,UConn
2714512,Arizona,Tennessee,Arizona
238366,Arizona,Kentucky,Arizona
2391343,Arizona,Purdue,Purdue
1082216,UConn,Houston,UConn
462679,UConn,Tennessee,UConn
7016,Iowa St.,Houston,Houston
2468322,UConn,Purdue,UConn
2144738,Arizona,Purdue,Purdue
3292430,UConn,Houston,UConn
1778677,UConn,Houston,UConn
1347896,UConn,Houston,UConn
2903258,Arizona,Kansas,Arizona
2272956,UConn,Purdue,UConn
1341903,North Carolina,Marquette,North Carolina
526547,Alabama,Oakland,Alabama
1928840,UConn,Houston,UConn
3346928,Arizona,Kentucky,Arizona
2304707,UConn,Houston,UConn
615854,UConn,Houston,UConn
2927674,UConn,Tennessee,UConn
340360,UConn,Gonzaga,UConn
3214608,Arizona,Oregon,Arizona
1727013,UConn,Houston,UConn
2336348,Illinois,Kentucky,Kentucky
1127491,UConn,Houston,UConn
454926,Arizona,Tennessee,Arizona
3260645,UConn,Purdue,UConn
1107453,Arizona,Kentucky,Arizona
3366609,North Carolina,Houston,Houston
1391031,UConn,Houston,UConn
3650608,UConn,Purdue,UConn
3422189,Iowa St.,Houston,Houston
1527205,UConn,Kentucky,UConn
3541837,UConn,Kentucky,UConn
1211989,UConn,Houston,Houston
742906,Iowa St.,Houston,Houston
3459559,North Carolina,Houston,Houston
2761494,Arizona,Kentucky,Arizona
291857,UConn,Houston,UConn
3650651,UConn,Creighton,UConn
2201048,UConn,Houston,UConn
899371,UConn,Purdue,UConn
2311768,UConn,Houston,UConn
3202245,UConn,Houston,UConn
114965,UConn,Tennessee,UConn
702357,Iowa St.,Houston,Houston
1858901,Iowa St.,Tennessee,Iowa St.
3469427,Arizona,Tennessee,Arizona
104039,UConn,Kentucky,UConn
2064657,UConn,Houston,UConn
3450195,UConn,Purdue,UConn
605820,Arizona,Houston,Houston
3741114,Auburn,Purdue,Purdue
1442824,UConn,Tennessee,UConn
2262926,UConn,Houston,UConn
3422479,North Carolina,Duke,North Carolina
2829913,Iowa St.,Purdue,Purdue
3223627,UConn,Houston,UConn
1232271,BYU,Nebraska,Nebraska
2785064,UConn,Purdue,UConn
645781,UConn,Kansas,UConn
3132112,UConn,Houston,UConn
3231211,Arizona,Kentucky,Arizona
2728659,Auburn,Kentucky,Auburn
2724455,UConn,Purdue,UConn
2193998,UConn,Houston,UConn
2960338,UConn,Houston,UConn
1178817,UConn,Houston,UConn
3202804,Illinois,Purdue,Purdue
2065514,UConn,Purdue,UConn
329308,Auburn,Marquette,Auburn
2044806,UConn,Creighton,UConn
1946057,Clemson,Kentucky,Kentucky
660481,UConn,Purdue,UConn
942431,North Carolina,Houston,Houston
437954,UConn,Kentucky,UConn
2592206,Auburn,Houston,Houston
229115,North Carolina,Houston,North Carolina
2089090,Iowa St.,Houston,Houston
3373481,UConn,Tennessee,UConn
1464463,UConn,Houston,UConn
3660212,UConn,Houston,UConn
1056898,Iowa St.,Purdue,Purdue
1357496,UConn,Houston,UConn
1797376,UConn,Houston,UConn
329345,UConn,Houston,UConn
327904,Baylor,Houston,Houston
922257,UConn,Houston,Houston
519080,UConn,Kentucky,Kentucky
1122728,UConn,Houston,UConn
2696707,UConn,Kentucky,UConn
2608106,UConn,Houston,UConn
3048826,UConn,Purdue,UConn
1713066,UConn,Kentucky,UConn
2269747,UConn,Houston,UConn
662140,UConn,Houston,UConn
1086581,UConn,Houston,UConn
1773306,Iowa St.,Purdue,Purdue
3069911,North Carolina,Tennessee,North Carolina
1968669,UConn,Tennessee,UConn
2066161,Alabama,Houston,Houston
3094346,UConn,Houston,Houston
2955207,UConn,Kentucky,Kentucky
3650573,North Carolina,Duke,North Carolina
441392,UConn,Houston,UConn
1039591,Arizona,Houston,Houston
2804303,UConn,Kentucky,UConn
1086399,North Carolina,Tennessee,North Carolina
2579372,North Carolina,Kentucky,North Carolina
1677326,UConn,Houston,UConn
1926725,UConn,Kentucky,UConn
659210,UConn,Tennessee,UConn
812841,Arizona,Purdue,Purdue
3046029,UConn,Tennessee,UConn
1671396,UConn,Houston,UConn
2200552,Iowa St.,Purdue,Iowa St.
3529843,Alabama,Tennessee,Tennessee
1622603,UConn,Houston,UConn
1354224,UConn,Creighton,UConn
3120939,North Carolina,Houston,North Carolina
2957822,UConn,Houston,UConn
3295590,North Carolina,NC State,NC State
437702,UConn,Houston,UConn
1636581,Iowa St.,Houston,Houston
55066,UConn,Kentucky,UConn
2575145,UConn,Kentucky,UConn
2638726,Auburn,Gonzaga,Auburn
1681786,North Carolina,Kentucky,North Carolina
2145487,UConn,Kentucky,UConn
735058,UConn,Tennessee,UConn
3544578,UConn,Houston,UConn
1862060,UConn,Houston,UConn
2866573,UConn,Tennessee,UConn
1415808,UConn,Houston,UConn
1456985,Arizona,Houston,Houston
1014633,UConn,Purdue,Purdue
2236022,North Carolina,Purdue,Purdue
2819225,Iowa St.,Tennessee,Tennessee
2110897,Iowa St.,Marquette,Iowa St.
2221991,Iowa St.,Kentucky,Iowa St.
1430020,Illinois,Houston,Houston
2156138,Iowa St.,Houston,Iowa St.
351356,UConn,Houston,UConn
1447968,Arizona,Duke,Duke
3061191,Arizona,Houston,Houston
1215364,Iowa St.,Creighton,Iowa St.
3082776,UConn,Houston,UConn
2339915,UConn,Tennessee,UConn
684294,North Carolina,Houston,Houston
1588365,UConn,Houston,UConn
410714,UConn,Creighton,UConn
1179419,Iowa St.,Houston,Houston
2702423,UConn,Marquette,UConn
2005961,UConn,Houston,UConn
536014,UConn,Purdue,UConn
3312175,Arizona,Tennessee,Tennessee
121655,North Carolina,Duke,North Carolina
2617517,UConn,Marquette,UConn
627021,UConn,Duke,UConn
2805086,Auburn,Marquette,Auburn
2784090,UConn,Purdue,UConn
257578,UConn,Houston,UConn
1908712,UConn,Houston,UConn
390919,North Carolina,Houston,Houston
3123200,UConn,Purdue,UConn
3098488,UConn,Purdue,UConn
3287877,UConn,Houston,UConn
1082776,North Carolina,Houston,Houston
2277655,Iowa St.,Purdue,Purdue
1872416,Northwestern,Oregon,Northwestern
3377525,UConn,Purdue,UConn
1653975,UConn,Duke,UConn
1151773,Iowa St.,Houston,Houston
3060627,Arizona,Kentucky,Arizona
3489600,UConn,Houston,Houston
1884951,Illinois,Kentucky,Kentucky
1008578,UConn,Duke,UConn
2559906,UConn,Kansas,UConn
2412009,UConn,Houston,UConn
326816,UConn,Purdue,UConn
3374936,UConn,Purdue,UConn
721331,Michigan St.,Duke,Duke
1451517,UConn,Kentucky,UConn
26037,Arizona,Houston,Houston
1784256,UConn,Houston,UConn
397269,Arizona,Purdue,Purdue
2282767,UConn,Kentucky,UConn
3053986,Arizona,Tennessee,Arizona
910206,Arizona,Houston,Houston
1761591,UConn,Houston,UConn
1384685,UConn,Kentucky,UConn
3644500,UConn,Gonzaga,Gonzaga
876992,Morehead St.,McNeese,McNeese
1107908,UConn,Houston,UConn
3298460,UConn,Kentucky,UConn
1228854,UConn,Purdue,UConn
1908416,Iowa St.,Marquette,Iowa St.
2241950,UConn,Houston,UConn
318481,North Carolina,Houston,North Carolina
3187202,UConn,Tennessee,UConn
1801848,UConn,Houston,UConn
3128276,UConn,Kentucky,UConn
3211865,North Carolina,Houston,North Carolina
2204820,North Carolina,Houston,Houston
1288356,North Carolina,NC State,North Carolina
1882589,Arizona,Houston,Houston
2202174,Arizona,Kentucky,Arizona
625035,UAB,Kansas,UAB
231181,UConn,Purdue,UConn
2214053,UConn,Tennessee,UConn
1834080,UConn,Purdue,UConn
130922,North Carolina,Houston,Houston
3670464,UConn,Purdue,UConn
428890,Iowa St.,Kentucky,Iowa St.
1662356,North Carolina,Houston,Houston
